"locus_tag","gene","protein_id","kegg_id_kegg","kegg_id_eggnog","kegg_id_koala","dbcan_family","cayman_family","kegg_consensus"
"I5Q82_16830",NA,"QQR29677.1",NA,NA,NA,NA,NA,NA
"I5Q82_16835",NA,"QQR29678.1",NA,NA,NA,NA,NA,NA
"I5Q82_16840","dinB","QQR29679.1","K02346","K02346",NA,NA,NA,"K02346"
"I5Q82_16845","ugpC","QQR29680.1","K10112","K10112",NA,NA,NA,"K10112"
"I5Q82_16850",NA,"QQR29681.1",NA,"K02172",NA,NA,NA,"K02172"
"I5Q82_16855",NA,"QQR29682.1",NA,"K06133",NA,NA,NA,"K06133"
"I5Q82_16860",NA,"QQR29683.1","K26937","K26937",NA,NA,NA,"K26937"
"I5Q82_16865","guaA","QQR29684.1","K01951","K01951",NA,NA,NA,"K01951"
"I5Q82_16870",NA,"QQR29685.1",NA,"K07729,K18830,K20342",NA,NA,NA,"K07729,K18830,K20342"
"I5Q82_16875",NA,"QQR29686.1",NA,NA,NA,NA,NA,NA
"I5Q82_16885",NA,"QQR29687.1",NA,"K03497",NA,NA,NA,"K03497"
"I5Q82_16890",NA,"QQR29688.1",NA,NA,NA,NA,NA,NA
"I5Q82_16895",NA,"QQR32129.1",NA,NA,NA,NA,NA,NA
"I5Q82_16900",NA,"QQR29689.1",NA,NA,NA,NA,NA,NA
"I5Q82_16905",NA,"QQR29690.1","K02315","K02315",NA,NA,NA,"K02315"
"I5Q82_16910",NA,"QQR29691.1",NA,NA,NA,NA,NA,NA
"I5Q82_16920",NA,"QQR29692.1",NA,NA,NA,NA,NA,NA
"I5Q82_16925",NA,"QQR29693.1",NA,NA,NA,NA,NA,NA
"I5Q82_16930",NA,"QQR29694.1",NA,NA,NA,NA,NA,NA
"I5Q82_16935",NA,"QQR29695.1","K01990","K01990",NA,NA,NA,"K01990"
"I5Q82_16940",NA,"QQR29696.1",NA,"K25151,K25153",NA,NA,NA,"K25151,K25153"
"I5Q82_16945",NA,"QQR29697.1","K07486","K07486",NA,NA,NA,"K07486"
"I5Q82_16950",NA,"QQR29698.1",NA,NA,NA,NA,NA,NA
"I5Q82_16955",NA,"QQR29699.1",NA,NA,NA,NA,NA,NA
"I5Q82_16960",NA,"QQR29700.1",NA,"K07497",NA,NA,NA,"K07497"
"I5Q82_16965",NA,"QQR29701.1",NA,"K02426",NA,NA,NA,"K02426"
"I5Q82_16970",NA,"QQR29702.1",NA,NA,NA,NA,NA,NA
"I5Q82_16975",NA,"QQR29703.1",NA,NA,NA,NA,NA,NA
"I5Q82_16980",NA,"QQR29704.1",NA,"K02004",NA,NA,NA,"K02004"
"I5Q82_16990",NA,"QQR29705.1",NA,NA,NA,NA,NA,NA
"I5Q82_17000",NA,"QQR29706.1",NA,NA,NA,NA,NA,NA
"I5Q82_17005",NA,"QQR29707.1",NA,"K01183",NA,NA,NA,"K01183"
"I5Q82_17010",NA,"QQR29708.1",NA,NA,NA,NA,NA,NA
"I5Q82_17015",NA,"QQR29709.1",NA,NA,NA,NA,NA,NA
"I5Q82_17020",NA,"QQR29710.1",NA,"K13277,K19231,K20276,K21449",NA,NA,NA,"K13277,K19231,K20276,K21449"
"I5Q82_17025",NA,"QQR29711.1",NA,"K01081,K01186,K01190,K01197,K01201,K01207,K01212,K01218,K01361,K01447,K05988,K07004,K07258,K07273,K12373,K13730,K14645,K17624,K20276",NA,NA,NA,"K01081,K01186,K01190,K01197,K01201,K01207,K01212,K01218,K01361,K01447,K05988,K07004,K07258,K07273,K12373,K13730,K14645,K17624,K20276"
"I5Q82_17030",NA,"QQR29712.1",NA,NA,NA,NA,NA,NA
"I5Q82_17035",NA,"QQR29713.1",NA,"K02314,K06919,K07505",NA,NA,NA,"K02314,K06919,K07505"
"I5Q82_17040",NA,"QQR29714.1",NA,"K03088",NA,NA,NA,"K03088"
"I5Q82_17045",NA,"QQR29715.1",NA,NA,NA,NA,NA,NA
"I5Q82_17050",NA,"QQR29716.1",NA,"K03091,K26992",NA,NA,NA,"K03091,K26992"
"I5Q82_17055",NA,"QQR29717.1",NA,NA,NA,NA,NA,NA
"I5Q82_17060",NA,"QQR29718.1","K07052","K07052",NA,NA,NA,"K07052"
"I5Q82_17065",NA,"QQR29719.1",NA,"K07497",NA,NA,NA,"K07497"
"I5Q82_17070",NA,"QQR29720.1",NA,"K02426",NA,NA,NA,"K02426"
"I5Q82_17075",NA,"QQR29721.1",NA,NA,NA,NA,NA,NA
"I5Q82_17080",NA,"QQR29722.1",NA,NA,NA,NA,NA,NA
"I5Q82_17085",NA,"QQR32130.1",NA,NA,NA,NA,NA,NA
"I5Q82_17090",NA,"QQR29723.1",NA,NA,NA,NA,NA,NA
"I5Q82_17095",NA,"QQR29724.1",NA,"K01163,K21449",NA,NA,NA,"K01163,K21449"
"I5Q82_17100",NA,"QQR29725.1",NA,NA,NA,NA,NA,NA
"I5Q82_17110",NA,"QQR29726.1",NA,"K07133",NA,NA,NA,"K07133"
"I5Q82_17115",NA,"QQR29727.1",NA,NA,NA,NA,NA,NA
"I5Q82_17125",NA,"QQR29728.1",NA,"K02171",NA,NA,NA,"K02171"
"I5Q82_17130",NA,"QQR29729.1",NA,NA,NA,NA,NA,NA
"I5Q82_17135",NA,"QQR29730.1",NA,NA,NA,NA,NA,NA
"I5Q82_17140",NA,"QQR29731.1","K06871","K06871",NA,NA,NA,"K06871"
"I5Q82_17145",NA,"QQR29732.1",NA,NA,NA,NA,NA,NA
"I5Q82_17150",NA,"QQR29733.1",NA,"K02003,K02004,K05685,K11632,K16918",NA,NA,NA,"K02003,K02004,K05685,K11632,K16918"
"I5Q82_17155",NA,"QQR29734.1",NA,NA,NA,NA,NA,NA
"I5Q82_17160",NA,"QQR29735.1",NA,"K06147,K18888",NA,NA,NA,"K06147,K18888"
"I5Q82_17165",NA,"QQR29736.1",NA,NA,NA,NA,NA,NA
"I5Q82_17175",NA,"QQR29737.1",NA,NA,NA,NA,NA,NA
"I5Q82_17180",NA,"QQR29738.1",NA,NA,NA,NA,NA,NA
"I5Q82_17185",NA,"QQR29739.1",NA,NA,NA,NA,NA,NA
"I5Q82_17190",NA,"QQR32131.1",NA,"K07357",NA,NA,NA,"K07357"
"I5Q82_17195",NA,"QQR29740.1",NA,"K03497",NA,NA,NA,"K03497"
"I5Q82_17200",NA,"QQR29741.1",NA,NA,NA,NA,NA,NA
"I5Q82_17205",NA,"QQR29742.1",NA,NA,NA,NA,NA,NA
"I5Q82_17210",NA,"QQR29743.1",NA,NA,NA,NA,NA,NA
"I5Q82_17220",NA,"QQR29744.1",NA,"K03088",NA,NA,NA,"K03088"
"I5Q82_17225",NA,"QQR29745.1",NA,NA,NA,NA,NA,NA
"I5Q82_17230",NA,"QQR29746.1",NA,"K06400",NA,NA,NA,"K06400"
"I5Q82_17235",NA,"QQR29747.1",NA,"K04763",NA,NA,NA,"K04763"
"I5Q82_17240",NA,"QQR29748.1",NA,"K04763,K14059,K16898",NA,NA,NA,"K04763,K14059,K16898"
"I5Q82_17245",NA,"QQR29749.1",NA,NA,NA,NA,NA,NA
"I5Q82_17250",NA,"QQR29750.1",NA,NA,NA,NA,NA,NA
"I5Q82_17255",NA,"QQR32132.1",NA,NA,NA,NA,NA,NA
"I5Q82_17265",NA,"QQR29751.1",NA,"K07729,K15546,K15773,K20388,K22299,K23779",NA,NA,NA,"K07729,K15546,K15773,K20388,K22299,K23779"
"I5Q82_17275",NA,"QQR29752.1","K02004","K02004",NA,NA,NA,"K02004"
"I5Q82_17280",NA,"QQR29753.1",NA,"K03612",NA,NA,NA,"K03612"
"I5Q82_17285",NA,"QQR32133.1",NA,"K02484,K07636",NA,NA,NA,"K02484,K07636"
"I5Q82_17290",NA,"QQR29754.1",NA,NA,NA,NA,NA,NA
"I5Q82_17295",NA,"QQR29755.1",NA,NA,NA,NA,NA,NA
"I5Q82_17310",NA,"QQR29756.1",NA,"K03205",NA,NA,NA,"K03205"
"I5Q82_17315",NA,"QQR29757.1",NA,"K01599",NA,NA,NA,"K01599"
"I5Q82_17320",NA,"QQR29758.1",NA,"K02316",NA,NA,NA,"K02316"
"I5Q82_17325",NA,"QQR29759.1",NA,"K20488",NA,NA,NA,"K20488"
"I5Q82_17330",NA,"QQR29760.1",NA,"K20487",NA,NA,NA,"K20487"
"I5Q82_17335",NA,"QQR29761.1",NA,NA,NA,NA,NA,NA
"I5Q82_17340",NA,"QQR29762.1",NA,NA,NA,NA,NA,NA
"I5Q82_17345",NA,"QQR29763.1",NA,NA,NA,NA,NA,NA
"I5Q82_17350",NA,"QQR29764.1",NA,NA,NA,NA,NA,NA
"I5Q82_17355",NA,"QQR29765.1","K01990","K01990",NA,NA,NA,"K01990"
"I5Q82_17360",NA,"QQR29766.1",NA,NA,NA,NA,NA,NA
"I5Q82_17365",NA,"QQR29767.1",NA,NA,NA,NA,NA,NA
"I5Q82_17370",NA,"QQR29768.1",NA,NA,NA,NA,NA,NA
"I5Q82_17375",NA,"QQR29769.1",NA,NA,NA,NA,NA,NA
"I5Q82_17380",NA,"QQR29770.1","K00860","K23148",NA,NA,NA,"K23148"
"I5Q82_17385",NA,"QQR29771.1","K00991","K00991",NA,NA,NA,"K00991"
"I5Q82_17390",NA,"QQR29772.1","K08678","K08678",NA,NA,NA,"K08678"
"I5Q82_17395",NA,"QQR29773.1",NA,"K13308,K20429",NA,NA,NA,"K13308,K20429"
"I5Q82_17400","rfbA","QQR29774.1","K00973","K00973",NA,NA,NA,"K00973"
"I5Q82_17405",NA,"QQR29775.1",NA,NA,NA,NA,NA,NA
"I5Q82_17410",NA,"QQR29776.1",NA,NA,NA,NA,NA,NA
"I5Q82_17415","rfbB","QQR29777.1","K01710","K01710",NA,NA,NA,"K01710"
"I5Q82_17420",NA,"QQR29778.1",NA,"K12990,K12991,K12997,K12998,K25891",NA,"GT2",NA,"K12990,K12991,K12997,K12998,K25891"
"I5Q82_17425",NA,"QQR29779.1",NA,NA,NA,NA,NA,NA
"I5Q82_17430",NA,"QQR29780.1",NA,NA,NA,NA,NA,NA
"I5Q82_17435",NA,"QQR29781.1",NA,NA,NA,"GT11",NA,NA
"I5Q82_17440",NA,"QQR29782.1",NA,"K00615",NA,NA,NA,"K00615"
"I5Q82_17445",NA,"QQR29783.1",NA,"K00615",NA,NA,NA,"K00615"
"I5Q82_17450",NA,"QQR29784.1","K02377","K02377",NA,NA,NA,"K02377"
"I5Q82_17455",NA,"QQR29785.1","K12452","K12452",NA,NA,NA,"K12452"
"I5Q82_17460",NA,"QQR29786.1",NA,NA,NA,NA,NA,NA
"I5Q82_17465",NA,"QQR29787.1","K07031","K07031",NA,NA,NA,"K07031"
"I5Q82_17470",NA,"QQR29788.1","K03271","K03271",NA,NA,NA,"K03271"
"I5Q82_17475",NA,"QQR29789.1","K00966","K00966,K03273,K16881",NA,NA,NA,"K00966,K03273,K16881"
"I5Q82_17480",NA,"QQR29790.1",NA,"K09809",NA,NA,NA,"K09809"
"I5Q82_17485",NA,"QQR29791.1",NA,"K25499",NA,NA,NA,"K25499"
"I5Q82_17490","glgB","QQR29792.1","K00700","K00700",NA,"GH13_9",NA,"K00700"
"I5Q82_17495",NA,"QQR29793.1","K00975","K00975",NA,NA,NA,"K00975"
"I5Q82_17500","glgD","QQR32134.1","K00975","K00975",NA,NA,NA,"K00975"
"I5Q82_17505","glgA","QQR29794.1","K00703","K00703",NA,"GT5",NA,"K00703"
"I5Q82_17510",NA,"QQR29795.1","K11693","K05363,K11693",NA,NA,NA,"K05363,K11693"
"I5Q82_17515",NA,"QQR29796.1","K06871","K06871",NA,NA,NA,"K06871"
"I5Q82_17520",NA,"QQR29797.1",NA,"K01133",NA,NA,NA,"K01133"
"I5Q82_17525",NA,"QQR29798.1",NA,"K07979",NA,NA,NA,"K07979"
"I5Q82_17530",NA,"QQR29799.1","K16921","K16921",NA,NA,NA,"K16921"
"I5Q82_17535",NA,"QQR29800.1",NA,"K16919",NA,NA,NA,"K16919"
"I5Q82_17540",NA,"QQR29801.1","K02837","K02837",NA,NA,NA,"K02837"
"I5Q82_17545",NA,"QQR29802.1",NA,NA,NA,NA,NA,NA
"I5Q82_17550",NA,"QQR29803.1",NA,NA,NA,NA,NA,NA
"I5Q82_17555",NA,"QQR29804.1","K06390","K06390",NA,NA,NA,"K06390"
"I5Q82_17560",NA,"QQR29805.1","K06391","K06391",NA,NA,NA,"K06391"
"I5Q82_17565","spoIIIAC","QQR29806.1","K06392","K06392",NA,NA,NA,"K06392"
"I5Q82_17570",NA,"QQR29807.1",NA,"K06393",NA,NA,NA,"K06393"
"I5Q82_17575",NA,"QQR29808.1",NA,"K06394",NA,NA,NA,"K06394"
"I5Q82_17580",NA,"QQR29809.1",NA,NA,NA,NA,NA,NA
"I5Q82_17585",NA,"QQR29810.1",NA,"K06396",NA,NA,NA,"K06396"
"I5Q82_17590",NA,"QQR29811.1",NA,"K06397",NA,NA,NA,"K06397"
"I5Q82_17595",NA,"QQR29812.1",NA,"K01358",NA,NA,NA,"K01358"
"I5Q82_17600",NA,"QQR29813.1","K06153","K06153",NA,NA,NA,"K06153"
"I5Q82_17605",NA,"QQR32135.1","K03466","K03466",NA,NA,NA,"K03466"
"I5Q82_17610",NA,"QQR29814.1",NA,NA,NA,NA,NA,NA
"I5Q82_17615",NA,"QQR29815.1",NA,NA,NA,NA,NA,NA
"I5Q82_17620",NA,"QQR29816.1",NA,"K02426",NA,NA,NA,"K02426"
"I5Q82_17625",NA,"QQR29817.1",NA,"K07497",NA,NA,NA,"K07497"
"I5Q82_17630",NA,"QQR32136.1",NA,"K07486",NA,NA,NA,"K07486"
"I5Q82_17635",NA,"QQR29818.1",NA,"K21755,K21900",NA,NA,NA,"K21755,K21900"
"I5Q82_17640",NA,"QQR29819.1",NA,"K19955",NA,NA,NA,"K19955"
"I5Q82_17645",NA,"QQR29820.1","K07720","K07720",NA,NA,NA,"K07720"
"I5Q82_17650",NA,"QQR29821.1","K07718","K07718",NA,NA,NA,"K07718"
"I5Q82_17655",NA,"QQR29822.1",NA,NA,NA,NA,NA,NA
"I5Q82_17660",NA,"QQR29823.1",NA,"K17318",NA,NA,NA,"K17318"
"I5Q82_17665",NA,"QQR29824.1",NA,"K01069",NA,NA,NA,"K01069"
"I5Q82_17675",NA,"QQR29825.1",NA,NA,NA,NA,NA,NA
"I5Q82_17685",NA,"QQR32137.1",NA,NA,NA,NA,NA,NA
"I5Q82_17695",NA,"QQR29826.1",NA,NA,NA,NA,NA,NA
"I5Q82_17700",NA,"QQR29827.1",NA,"K02003",NA,NA,NA,"K02003"
"I5Q82_17705",NA,"QQR32138.1",NA,NA,NA,NA,NA,NA
"I5Q82_17710",NA,"QQR29828.1",NA,NA,NA,NA,NA,NA
"I5Q82_17715",NA,"QQR29829.1",NA,"K01447,K02238,K21471",NA,NA,NA,"K01447,K02238,K21471"
"I5Q82_17720",NA,"QQR29830.1",NA,"K16327",NA,NA,NA,"K16327"
"I5Q82_17725",NA,"QQR29831.1",NA,NA,NA,NA,NA,NA
"I5Q82_17730",NA,"QQR29832.1",NA,NA,NA,NA,NA,NA
"I5Q82_17735",NA,"QQR29833.1","K04761","K21755,K21900",NA,NA,NA,"K21755,K21900"
"I5Q82_17740",NA,"QQR32139.1","K06889","K06889",NA,"CE7",NA,"K06889"
"I5Q82_17745",NA,"QQR29834.1",NA,NA,NA,NA,NA,NA
"I5Q82_17750",NA,"QQR29835.1",NA,"K07079",NA,NA,NA,"K07079"
"I5Q82_17755",NA,"QQR29836.1","K07079","K07079",NA,NA,NA,"K07079"
"I5Q82_17760",NA,"QQR29837.1",NA,"K26937",NA,NA,NA,"K26937"
"I5Q82_17765",NA,"QQR29838.1","K19576",NA,NA,NA,NA,"K19576"
"I5Q82_17770",NA,"QQR29839.1",NA,NA,NA,NA,NA,NA
"I5Q82_17775",NA,"QQR29840.1",NA,"K14654",NA,NA,NA,"K14654"
"I5Q82_17780",NA,"QQR29841.1",NA,NA,NA,NA,NA,NA
"I5Q82_17785",NA,"QQR32140.1",NA,NA,NA,NA,NA,NA
"I5Q82_17795",NA,"QQR29842.1",NA,NA,NA,NA,NA,NA
"I5Q82_17800",NA,"QQR29843.1",NA,NA,NA,NA,NA,NA
"I5Q82_17805",NA,"QQR32141.1",NA,"K07481,K07484",NA,NA,NA,"K07481,K07484"
"I5Q82_17810",NA,"QQR29844.1","K07484","K07484",NA,NA,NA,"K07484"
"I5Q82_17815",NA,"QQR29845.1",NA,NA,NA,NA,NA,NA
"I5Q82_17820",NA,"QQR32166.1",NA,NA,NA,NA,NA,NA
"I5Q82_17825",NA,"QQR29846.1",NA,NA,NA,NA,NA,NA
"I5Q82_17830",NA,"QQR29847.1",NA,NA,NA,NA,NA,NA
"I5Q82_17835",NA,"QQR29848.1",NA,NA,NA,NA,NA,NA
"I5Q82_17840",NA,"QQR29849.1",NA,NA,NA,NA,NA,NA
"I5Q82_17845",NA,"QQR29850.1",NA,"K18344,K18986",NA,NA,NA,"K18344,K18986"
"I5Q82_17850",NA,"QQR29851.1",NA,"K18986",NA,NA,NA,"K18986"
"I5Q82_17855",NA,"QQR29852.1",NA,"K02004",NA,NA,NA,"K02004"
"I5Q82_17860",NA,"QQR29853.1","K02004","K02004",NA,NA,NA,"K02004"
"I5Q82_17865",NA,"QQR29854.1","K02003","K02003",NA,NA,NA,"K02003"
"I5Q82_17870",NA,"QQR29855.1",NA,NA,NA,NA,NA,NA
"I5Q82_17875",NA,"QQR29856.1",NA,"K20480,K21686",NA,NA,NA,"K20480,K21686"
"I5Q82_17880",NA,"QQR29857.1",NA,"K03091,K26992",NA,NA,NA,"K03091,K26992"
"I5Q82_17885",NA,"QQR29858.1",NA,"K06400",NA,NA,NA,"K06400"
"I5Q82_17890",NA,"QQR29859.1",NA,"K06400",NA,NA,NA,"K06400"
"I5Q82_17895",NA,"QQR29860.1",NA,"K06400",NA,NA,NA,"K06400"
"I5Q82_17900",NA,"QQR29861.1",NA,NA,NA,NA,NA,NA
"I5Q82_17905",NA,"QQR29862.1",NA,"K07492",NA,NA,NA,"K07492"
"I5Q82_17920",NA,"QQR29863.1",NA,"K17318",NA,NA,NA,"K17318"
"I5Q82_17925",NA,"QQR32142.1",NA,"K17319",NA,NA,NA,"K17319"
"I5Q82_17930",NA,"QQR29864.1",NA,"K17320,K25675",NA,NA,NA,"K17320,K25675"
"I5Q82_17935",NA,"QQR29865.1",NA,"K01069,K20257",NA,NA,NA,"K01069,K20257"
"I5Q82_17940",NA,"QQR29866.1","K07718","K07718",NA,NA,NA,"K07718"
"I5Q82_17945",NA,"QQR29867.1","K07720","K07720",NA,NA,NA,"K07720"
"I5Q82_17955",NA,"QQR29868.1","K07487",NA,NA,NA,NA,"K07487"
"I5Q82_17960",NA,"QQR29869.1",NA,NA,NA,NA,NA,NA
"I5Q82_17965",NA,"QQR32143.1",NA,"K06400",NA,NA,NA,"K06400"
"I5Q82_17970",NA,"QQR29870.1",NA,NA,NA,NA,NA,NA
"I5Q82_17975",NA,"QQR29871.1",NA,NA,NA,NA,NA,NA
"I5Q82_17980",NA,"QQR29872.1",NA,NA,NA,NA,NA,NA
"I5Q82_17985",NA,"QQR29873.1",NA,"K01183,K01447,K07093,K13277,K18988,K19231,K20276,K21449",NA,NA,NA,"K01183,K01447,K07093,K13277,K18988,K19231,K20276,K21449"
"I5Q82_17990",NA,"QQR29874.1",NA,"K10947",NA,NA,NA,"K10947"
"I5Q82_17995",NA,"QQR29875.1",NA,NA,NA,NA,NA,NA
"I5Q82_18000",NA,"QQR29876.1",NA,NA,NA,NA,NA,NA
"I5Q82_18005",NA,"QQR29877.1",NA,NA,NA,NA,NA,NA
"I5Q82_18010",NA,"QQR32167.1",NA,NA,NA,NA,NA,NA
"I5Q82_18015",NA,"QQR32144.1",NA,"K00558",NA,NA,NA,"K00558"
"I5Q82_18020",NA,"QQR29878.1",NA,NA,NA,NA,NA,NA
"I5Q82_18025",NA,"QQR29879.1",NA,NA,NA,NA,NA,NA
"I5Q82_18030",NA,"QQR29880.1",NA,NA,NA,NA,NA,NA
"I5Q82_18035",NA,"QQR29881.1",NA,"K21471",NA,NA,NA,"K21471"
"I5Q82_18040",NA,"QQR29882.1",NA,"K20276",NA,NA,NA,"K20276"
"I5Q82_18045",NA,"QQR29883.1",NA,NA,NA,NA,NA,NA
"I5Q82_18050",NA,"QQR29884.1",NA,NA,NA,NA,NA,NA
"I5Q82_18055",NA,"QQR29885.1",NA,NA,NA,NA,NA,NA
"I5Q82_18065",NA,"QQR29886.1","K03524","K03524",NA,NA,NA,"K03524"
"I5Q82_18070",NA,"QQR29887.1","K03523","K03523",NA,NA,NA,"K03523"
"I5Q82_18075",NA,"QQR29888.1","K09706","K09706",NA,NA,NA,"K09706"
"I5Q82_18080",NA,"QQR29889.1",NA,NA,NA,NA,NA,NA
"I5Q82_18085",NA,"QQR29890.1",NA,"K02003,K02004,K05685,K11632,K16918",NA,NA,NA,"K02003,K02004,K05685,K11632,K16918"
"I5Q82_18090",NA,"QQR29891.1",NA,NA,NA,NA,NA,NA
"I5Q82_18095",NA,"QQR29892.1",NA,"K01754,K13663,K21005",NA,NA,NA,"K01754,K13663,K21005"
"I5Q82_18100",NA,"QQR29893.1",NA,"K19294",NA,NA,NA,"K19294"
"I5Q82_18105",NA,"QQR29894.1",NA,NA,NA,NA,NA,NA
"I5Q82_18110",NA,"QQR29895.1","K03367",NA,NA,NA,NA,"K03367"
"I5Q82_18115",NA,"QQR29896.1",NA,NA,NA,NA,NA,NA
"I5Q82_18120",NA,"QQR29897.1",NA,"K06714",NA,NA,NA,"K06714"
"I5Q82_18125","garR","QQR29898.1","K00042","K00042",NA,NA,NA,"K00042"
"I5Q82_18130",NA,"QQR29899.1","K01714","K01714",NA,NA,NA,"K01714"
"I5Q82_18135",NA,"QQR29900.1","K11529","K11529",NA,NA,NA,"K11529"
"I5Q82_18140",NA,"QQR29901.1","K04069","K04069",NA,NA,NA,"K04069"
"I5Q82_18145",NA,"QQR29902.1",NA,"K20038",NA,NA,NA,"K20038"
"I5Q82_18150",NA,"QQR29903.1","K00140","K00140",NA,NA,NA,"K00140"
"I5Q82_18155",NA,"QQR29904.1",NA,"K07506,K07720,K17319",NA,NA,NA,"K07506,K07720,K17319"
"I5Q82_18160",NA,"QQR32145.1","K25674","K17319,K25674",NA,NA,NA,"K17319,K25674"
"I5Q82_18165",NA,"QQR29905.1","K25675","K17320,K25675",NA,NA,NA,"K17320,K25675"
"I5Q82_18170",NA,"QQR29906.1","K17318","K17318",NA,NA,NA,"K17318"
"I5Q82_18175",NA,"QQR29907.1",NA,"K02099",NA,NA,NA,"K02099"
"I5Q82_18180",NA,"QQR29908.1",NA,NA,NA,NA,NA,NA
"I5Q82_18185",NA,"QQR29909.1",NA,NA,NA,NA,NA,NA
"I5Q82_18190",NA,"QQR29910.1",NA,"K17318,K25670",NA,NA,NA,"K17318,K25670"
"I5Q82_18195",NA,"QQR29911.1",NA,"K17318",NA,NA,NA,"K17318"
"I5Q82_18200",NA,"QQR29912.1",NA,"K17319",NA,NA,NA,"K17319"
"I5Q82_18205",NA,"QQR29913.1",NA,"K17320,K25672",NA,NA,NA,"K17320,K25672"
"I5Q82_18210",NA,"QQR29914.1",NA,"K07720,K18954",NA,NA,NA,"K07720,K18954"
"I5Q82_18215",NA,"QQR29915.1",NA,"K17319",NA,NA,NA,"K17319"
"I5Q82_18220",NA,"QQR29916.1","K25672","K17320,K25672",NA,NA,NA,"K17320,K25672"
"I5Q82_18225",NA,"QQR29917.1",NA,"K17318,K25670",NA,NA,NA,"K17318,K25670"
"I5Q82_18230",NA,"QQR29918.1",NA,NA,NA,NA,NA,NA
"I5Q82_18235",NA,"QQR32146.1",NA,NA,NA,NA,NA,NA
"I5Q82_18240",NA,"QQR29919.1",NA,NA,NA,"GH151",NA,NA
"I5Q82_18245",NA,"QQR29920.1",NA,"K18910",NA,NA,NA,"K18910"
"I5Q82_18250",NA,"QQR29921.1","K00018","K00018",NA,NA,NA,"K00018"
"I5Q82_18255",NA,"QQR29922.1",NA,NA,NA,NA,NA,NA
"I5Q82_18260",NA,"QQR29923.1",NA,NA,NA,NA,NA,NA
"I5Q82_18265",NA,"QQR29924.1",NA,"K04758",NA,NA,NA,"K04758"
"I5Q82_18270",NA,"QQR29925.1","K04758","K04758",NA,NA,NA,"K04758"
"I5Q82_18275","feoB","QQR29926.1","K04759","K04759",NA,NA,NA,"K04759"
"I5Q82_18280",NA,"QQR29927.1",NA,NA,NA,NA,NA,NA
"I5Q82_18285",NA,"QQR29928.1",NA,"K12132",NA,NA,NA,"K12132"
"I5Q82_18290",NA,"QQR29929.1",NA,"K03569",NA,NA,NA,"K03569"
"I5Q82_18295",NA,"QQR29930.1","K07027","K07027",NA,NA,NA,"K07027"
"I5Q82_18300",NA,"QQR29931.1","K15640","K15640",NA,NA,NA,"K15640"
"I5Q82_18305",NA,"QQR29932.1","K21929","K21929",NA,NA,NA,"K21929"
"I5Q82_18310",NA,"QQR29933.1","K13923","K15024",NA,NA,NA,"K15024"
"I5Q82_18315",NA,"QQR29934.1",NA,"K18220",NA,NA,NA,"K18220"
"I5Q82_18320",NA,"QQR29935.1",NA,NA,NA,NA,NA,NA
"I5Q82_18325",NA,"QQR29936.1",NA,NA,NA,NA,NA,NA
"I5Q82_18330",NA,"QQR29937.1",NA,NA,NA,NA,NA,NA
"I5Q82_18335",NA,"QQR29938.1","K14982","K14982",NA,NA,NA,"K14982"
"I5Q82_18340",NA,"QQR29939.1","K14983","K02483,K11521",NA,NA,NA,"K02483,K11521"
"I5Q82_18345","tgt","QQR32147.1","K00773","K00773",NA,NA,NA,"K00773"
"I5Q82_18350","yajC","QQR29940.1","K03210","K03210",NA,NA,NA,"K03210"
"I5Q82_18355",NA,"QQR29941.1",NA,NA,NA,NA,NA,NA
"I5Q82_18360",NA,"QQR29942.1",NA,NA,NA,NA,NA,NA
"I5Q82_18365",NA,"QQR29943.1",NA,NA,NA,NA,NA,NA
"I5Q82_18370",NA,"QQR29944.1",NA,NA,NA,NA,NA,NA
"I5Q82_18375",NA,"QQR29945.1",NA,NA,NA,NA,NA,NA
"I5Q82_18380",NA,"QQR29946.1","K18218","K18218",NA,NA,NA,"K18218"
"I5Q82_18385",NA,"QQR29947.1",NA,"K06147",NA,NA,NA,"K06147"
"I5Q82_18390",NA,"QQR29948.1",NA,NA,NA,NA,NA,NA
"I5Q82_18395",NA,"QQR32148.1","K26392",NA,NA,NA,NA,"K26392"
"I5Q82_18400",NA,"QQR29949.1",NA,"K25950",NA,NA,NA,"K25950"
"I5Q82_18405",NA,"QQR29950.1",NA,"K16326",NA,NA,NA,"K16326"
"I5Q82_18410",NA,"QQR29951.1",NA,"K26172",NA,"GH179",NA,"K26172"
"I5Q82_18415",NA,"QQR29952.1",NA,"K26174",NA,NA,NA,"K26174"
"I5Q82_18420",NA,"QQR29953.1",NA,"K26173",NA,NA,NA,"K26173"
"I5Q82_18425",NA,"QQR29954.1",NA,NA,NA,NA,NA,NA
"I5Q82_18430",NA,"QQR32149.1",NA,NA,NA,NA,NA,NA
"I5Q82_18435",NA,"QQR29955.1",NA,"K06236,K19719,K21449",NA,NA,NA,"K06236,K19719,K21449"
"I5Q82_18440",NA,"QQR29956.1",NA,NA,NA,NA,NA,NA
"I5Q82_18445","deoC","QQR29957.1","K01619","K01619",NA,NA,NA,"K01619"
"I5Q82_18450",NA,"QQR29958.1",NA,NA,NA,NA,NA,NA
"I5Q82_18455",NA,"QQR29959.1","K22230","K22230",NA,"GH188",NA,"K22230"
"I5Q82_18460",NA,"QQR29960.1",NA,NA,NA,NA,NA,NA
"I5Q82_18465",NA,"QQR29961.1",NA,"K23248",NA,NA,NA,"K23248"
